id	review_es	listen1_es	listen2_es	review_en	listen1_en	listen2_en	review_fr	listen1_fr	listen2_fr
song-096	Electric Relaxation construye su atmósfera con un bucle que no exige ser transformado a cada compás. A Tribe Called Quest confía en la calidez de la muestra y concentra la variedad en las cadencias, los relevos y el espacio entre voces; el beat funciona como una habitación que cambia según quién la ocupa.	Las entradas alternadas de Q-Tip y Phife Dawg, cada una con una relación distinta con la caja.	El fragmento melódico del sample, cuya aparente continuidad oculta un corte muy preciso.	Electric Relaxation builds its atmosphere from a loop that does not demand transformation in every bar. A Tribe Called Quest trusts the sample’s warmth and concentrates variety in cadences, handoffs and space between voices; the beat works like a room that changes according to who occupies it.	Q-Tip and Phife Dawg’s alternating entrances, each with a different relationship to the snare.	The sample’s melodic fragment, whose apparent continuity conceals a very precise cut.	Electric Relaxation construit son atmosphère à partir d’une boucle qui n’exige pas d’être transformée à chaque mesure. A Tribe Called Quest fait confiance à la chaleur du sample et concentre la variété dans les cadences, les relais et l’espace entre les voix ; le beat fonctionne comme une pièce qui change selon la personne qui l’occupe.	Les entrées alternées de Q-Tip et Phife Dawg, chacune entretenant une relation différente avec la caisse claire.	Le fragment mélodique du sample, dont l’apparente continuité dissimule une coupe très précise.
song-097	To the End escenifica una separación como recuerdo de una película que quizá nunca existió. Blur combina cuerdas, guitarra contenida y la voz francesa de Lætitia Sadier con el desgaste de Damon Albarn; el arreglo ofrece glamour, pero la interpretación deja ver que esa elegancia también es una manera de posponer el final.	La segunda voz en francés, comentario paralelo más que traducción literal.	Las cuerdas que elevan el estribillo mientras la voz principal conserva una fatiga casi hablada.	To the End stages a separation like the memory of a film that may never have existed. Blur combines strings, restrained guitar and Lætitia Sadier’s French voice with Damon Albarn’s weariness; the arrangement offers glamour, but the performance reveals elegance as another way of postponing the ending.	The second voice in French, a parallel commentary rather than a literal translation.	The strings lifting the chorus while the lead vocal retains an almost spoken fatigue.	To the End met en scène une séparation comme le souvenir d’un film qui n’a peut-être jamais existé. Blur associe cordes, guitare retenue et voix française de Lætitia Sadier à la lassitude de Damon Albarn ; l’arrangement offre du glamour, mais l’interprétation révèle que cette élégance sert aussi à différer la fin.	La seconde voix en français, commentaire parallèle plutôt que traduction littérale.	Les cordes qui élèvent le refrain tandis que la voix principale garde une fatigue presque parlée.
song-098	Memory Lane observa Queensbridge desde la distancia justa para que el recuerdo no se vuelva nostalgia limpia. Nas encadena rimas internas, nombres y escenas pequeñas sobre una muestra cálida de DJ Premier; la fluidez verbal permite que orgullo, peligro y afecto compartan el mismo banco del parque.	Las rimas que continúan a través del final de un compás y hacen que la frase parezca más larga que el beat.	El piano muestreado, sereno frente a imágenes que nunca lo son del todo.	Memory Lane observes Queensbridge from just enough distance to keep recollection from becoming clean nostalgia. Nas chains internal rhymes, names and small scenes over DJ Premier’s warm sample; verbal flow lets pride, danger and affection share the same park bench.	The rhymes continuing across the end of a bar and making the phrase feel longer than the beat.	The sampled piano, calm against images that never fully are.	Memory Lane observe Queensbridge avec juste assez de distance pour empêcher le souvenir de devenir une nostalgie lisse. Nas enchaîne rimes internes, noms et petites scènes sur un sample chaleureux de DJ Premier ; la fluidité verbale permet à la fierté, au danger et à l’affection de partager le même banc de parc.	Les rimes qui franchissent la fin d’une mesure et donnent à la phrase une longueur supérieure au beat.	Le piano samplé, serein face à des images qui ne le sont jamais complètement.
song-099	Listen Up guarda una de las mejores tensiones de Oasis entre arrogancia y deseo de escapar. La melodía de Liam Gallagher se abre paso entre guitarras densas sin apresurarse, y la coda instrumental continúa cuando el estribillo ya podría haber cerrado la canción; esa extensión transforma obstinación en una libertad momentánea.	La melodía del bajo, más móvil de lo esperado debajo de la pared de guitarras.	La coda, donde las guitarras dejan de acompañar una voz y empiezan a responderse entre sí.	Listen Up holds one of Oasis’s strongest tensions between arrogance and the desire to escape. Liam Gallagher’s melody cuts through dense guitars without rushing, and the instrumental coda continues after the chorus could have ended the song; that extension turns stubbornness into momentary freedom.	The bass melody, more mobile than expected beneath the wall of guitars.	The coda, where guitars stop accompanying a voice and begin answering one another.	Listen Up contient l’une des tensions les plus fortes d’Oasis entre arrogance et désir de fuite. La mélodie de Liam Gallagher traverse les guitares denses sans se presser, et la coda instrumentale continue après le moment où le refrain aurait pu conclure ; cette prolongation transforme l’obstination en liberté momentanée.	La mélodie de basse, plus mobile qu’attendu sous le mur de guitares.	La coda, où les guitares cessent d’accompagner une voix pour commencer à se répondre.
song-100	Roads deja casi todo el peso en unos acordes de piano separados por grandes espacios. Beth Gibbons canta como si cada frase exigiera volver a empezar, mientras el beat permanece contenido y las cuerdas tardan en aparecer; cuando la escala crece, la vulnerabilidad no se supera, solo ocupa una habitación más grande.	La respiración audible antes de ciertas entradas, parte del tiempo emocional de la canción.	Las cuerdas del final, que ensanchan el aislamiento en vez de ofrecer consuelo.	Roads places almost all its weight on piano chords separated by large spaces. Beth Gibbons sings as though each phrase required beginning again, while the beat remains restrained and the strings take time to arrive; when the scale grows, vulnerability is not overcome but simply occupies a larger room.	The audible breath before certain entrances, part of the song’s emotional timing.	The final strings enlarging isolation rather than offering comfort.	Roads fait reposer presque tout son poids sur des accords de piano séparés par de grands espaces. Beth Gibbons chante comme si chaque phrase exigeait de recommencer, tandis que le beat reste retenu et que les cordes tardent à apparaître ; lorsque l’échelle s’agrandit, la vulnérabilité n’est pas dépassée, elle occupe simplement une pièce plus vaste.	Le souffle audible avant certaines entrées, partie intégrante du temps émotionnel de la chanson.	Les cordes finales, qui élargissent l’isolement au lieu d’apporter du réconfort.
song-101	El estuche consigue que una crítica a la belleza normativa funcione también como canción de calle y respuesta inmediata. Aterciopelados combina un riff sin rodeos con el fraseo irónico de Andrea Echeverri; la melodía evita el tono de sermón porque su humor pone en duda tanto al juicio externo como a quien cree haberlo superado.	La manera en que Echeverri estira ciertas palabras hasta convertir la ironía en ritmo.	El riff que vuelve después de cada argumento como una réplica breve y colectiva.	El estuche makes a critique of normative beauty work as a street song and immediate comeback. Aterciopelados combines a direct riff with Andrea Echeverri’s ironic phrasing; the melody avoids sermonizing because its humour questions both outside judgement and anyone who thinks they have risen above it.	The way Echeverri stretches certain words until irony becomes rhythm.	The riff returning after each argument like a brief collective reply.	El estuche fait d’une critique des normes de beauté une chanson de rue et une réplique immédiate. Aterciopelados associe un riff direct au phrasé ironique d’Andrea Echeverri ; la mélodie évite le sermon parce que son humour met en doute aussi bien le jugement extérieur que la personne qui croit l’avoir dépassé.	La manière dont Echeverri étire certains mots jusqu’à transformer l’ironie en rythme.	Le riff qui revient après chaque argument comme une brève réponse collective.
song-102	Long Season estira una canción hasta convertirla en un lugar al que se entra. Fishmans mantiene un pulso de dub reconocible durante toda la suite, pero cambia el clima mediante campanas, guitarra, teclados, voces y largos espacios; la continuidad hace que cada transformación parezca un cambio de luz dentro del mismo viaje.	El bajo profundo que conserva la orientación cuando las demás capas desaparecen.	Los sonidos ambientales y pequeños retornos melódicos que funcionan como recuerdos dentro de la pieza.	Long Season stretches a song until it becomes a place one can enter. Fishmans keeps a recognizable dub pulse through the entire suite while changing the climate with bells, guitar, keyboards, voices and long spaces; continuity makes each transformation feel like a change of light within the same journey.	The deep bass preserving orientation when the other layers disappear.	The ambient sounds and small melodic returns acting like memories inside the piece.	Long Season étire une chanson jusqu’à en faire un lieu où l’on peut entrer. Fishmans maintient un rythme dub reconnaissable tout au long de la suite, mais en modifie le climat par des cloches, guitares, claviers, voix et de longs espaces ; la continuité fait de chaque transformation un changement de lumière au sein du même voyage.	La basse profonde qui préserve l’orientation lorsque les autres couches disparaissent.	Les sons ambiants et les petits retours mélodiques qui agissent comme des souvenirs à l’intérieur du morceau.
song-033	Té para tres adquiere en la interpretación Unplugged una gravedad que no necesita volumen. Cerati ralentiza la respiración de las frases y deja que guitarras acústicas, bajo y percusión sostengan la memoria familiar detrás de la letra; cada pausa permite que lo no dicho tenga el mismo peso que la melodía.	La demora antes de algunas líneas, donde el silencio parece completar el recuerdo.	El crecimiento controlado del grupo, que intensifica sin convertir la intimidad en himno.	Té para tres gains a gravity in its Unplugged performance that needs no volume. Cerati slows the phrases’ breathing and lets acoustic guitars, bass and percussion hold the family memory behind the lyric; every pause gives what remains unsaid the same weight as the melody.	The delay before certain lines, where silence seems to complete the memory.	The group’s controlled growth, intensifying without turning intimacy into anthem.	Té para tres acquiert dans sa version Unplugged une gravité qui n’a pas besoin de volume. Cerati ralentit la respiration des phrases et laisse guitares acoustiques, basse et percussions soutenir la mémoire familiale derrière le texte ; chaque pause donne à ce qui n’est pas dit le même poids qu’à la mélodie.	Le retard avant certaines lignes, où le silence semble achever le souvenir.	La montée maîtrisée du groupe, qui intensifie sans transformer l’intimité en hymne.
song-103	The Rain (Supa Dupa Fly) construye un mundo futurista con una muestra inmediatamente familiar. Timbaland corta la lluvia de Ann Peebles, desplaza batería y bajo fuera del centro esperado y deja enormes huecos; Missy Elliott ocupa ese espacio con una calma tan segura que la extrañeza del beat parece diseñada alrededor de su voz.	La muestra vocal que reaparece como clima y como comentario a las rimas.	Los golpes de batería descentrados, cuyo vacío intermedio aumenta el peso de cada sílaba.	The Rain (Supa Dupa Fly) builds a futuristic world from an immediately familiar sample. Timbaland cuts Ann Peebles’s rain, shifts drums and bass away from the expected centre and leaves enormous gaps; Missy Elliott occupies that space with such assured calm that the beat’s strangeness seems designed around her voice.	The vocal sample returning as both weather and commentary on the rhymes.	The off-centre drum hits, whose intervening emptiness increases the weight of every syllable.	The Rain (Supa Dupa Fly) construit un monde futuriste à partir d’un sample immédiatement familier. Timbaland découpe la pluie d’Ann Peebles, déplace batterie et basse hors du centre attendu et laisse d’immenses vides ; Missy Elliott occupe cet espace avec une assurance si calme que l’étrangeté du beat semble conçue autour de sa voix.	Le sample vocal qui revient à la fois comme climat et comme commentaire des rimes.	Les coups de batterie décentrés, dont le vide intermédiaire augmente le poids de chaque syllabe.
song-104	La femme d’argent dedica sus primeros minutos a demostrar que un bajo puede ser argumento, paisaje y movimiento. Air construye alrededor de esa línea una arquitectura de teclados analógicos, guitarra y batería contenida; cada capa entra con tanta paciencia que el groove parece descubrir el espacio mientras lo recorre.	El bajo que cambia pequeñas notas de enlace y evita que el ciclo se cierre de manera idéntica.	La guitarra wah-wah, colocada como reflejo lateral en lugar de protagonista.	La femme d’argent spends its opening minutes showing that bass can be argument, landscape and motion. Air builds an architecture of analogue keyboards, guitar and restrained drums around that line; every layer enters with such patience that the groove seems to discover space while moving through it.	The bass changing small connecting notes and keeping the cycle from closing identically.	The wah-wah guitar placed like a side reflection rather than a protagonist.	La femme d’argent consacre ses premières minutes à montrer qu’une basse peut être à la fois argument, paysage et mouvement. Air construit autour de cette ligne une architecture de claviers analogiques, guitare et batterie retenue ; chaque couche entre avec une telle patience que le groove semble découvrir l’espace en le parcourant.	La basse qui modifie de petites notes de liaison et empêche le cycle de se refermer de façon identique.	La guitare wah-wah, placée comme un reflet latéral plutôt que comme protagoniste.
song-105	Automatic presenta a Hikaru Utada como una cantante capaz de hacer íntima una producción de gran precisión. Las estrofas se mantienen cerca del beat, casi en confidencia, y el estribillo abre de pronto el registro y la armonía; el cambio no parece una exhibición, sino la escala real que adquiere una emoción al ser nombrada.	Las sílabas cortas de la estrofa, acomodadas dentro del ritmo con una soltura cercana al R&B.	La expansión del estribillo, donde la voz gana altura sin perder claridad en el fraseo.	Automatic introduces Hikaru Utada as a singer able to make highly precise production intimate. The verses stay close to the beat, almost confidentially, before the chorus suddenly opens the register and harmony; the change feels not like display but like the true scale an emotion acquires once named.	The short verse syllables fitted into the rhythm with R&B ease.	The chorus expanding as the voice gains height without losing phrasing clarity.	Automatic présente Hikaru Utada comme une chanteuse capable de rendre intime une production d’une grande précision. Les couplets restent près du beat, presque dans la confidence, puis le refrain ouvre soudain le registre et l’harmonie ; ce changement ne ressemble pas à une démonstration, mais à la véritable échelle que prend une émotion une fois nommée.	Les syllabes brèves des couplets, placées dans le rythme avec une aisance proche du R&B.	L’expansion du refrain, où la voix gagne en hauteur sans perdre la netteté du phrasé.
song-106	Ex-Factor no describe una ruptura desde un punto estable: vuelve una y otra vez al vínculo que intenta comprender. Lauryn Hill pasa de una voz cercana a capas corales, de la acusación al ruego y del control al desgaste; el arreglo de raíz soul hace que esas contradicciones pertenezcan a una sola experiencia, no a escenas separadas.	Las voces dobladas que empiezan como apoyo y terminan rodeando a la solista.	La coda insistente, donde la repetición deja de buscar respuesta y expone el agotamiento.	Ex-Factor does not describe a breakup from a stable position; it returns repeatedly to the bond it is trying to understand. Lauryn Hill moves from close lead voice to choral layers, accusation to plea and control to exhaustion; the soul-rooted arrangement makes those contradictions one experience rather than separate scenes.	The doubled voices beginning as support and ending by surrounding the lead.	The insistent coda, where repetition stops seeking an answer and exposes exhaustion.	Ex-Factor ne décrit pas une rupture depuis une position stable : la chanson revient sans cesse au lien qu’elle essaie de comprendre. Lauryn Hill passe d’une voix proche à des couches chorales, de l’accusation à la supplication et du contrôle à l’épuisement ; l’arrangement soul fait de ces contradictions une seule expérience, non des scènes séparées.	Les voix doublées qui commencent en soutien et finissent par entourer la soliste.	La coda insistante, où la répétition cesse de chercher une réponse et expose l’épuisement.
song-107	Da Art of Storytellin’ (Pt. 1) demuestra que dos narradores pueden compartir un beat sin compartir una mirada. Big Boi y André 3000 construyen escenas mediante nombres, gestos y consecuencias, no mediante moralejas; el fondo sereno deja que la dureza aparezca lentamente, cuando los detalles ya han creado cercanía con sus personajes.	El contraste entre la cadencia firme de Big Boi y los cambios de perspectiva de André 3000.	El teclado contenido, cuya calma hace más inquietante el desenlace de cada historia.	Da Art of Storytellin’ (Pt. 1) shows that two narrators can share a beat without sharing a gaze. Big Boi and André 3000 build scenes through names, gestures and consequences rather than morals; the calm backdrop lets harshness emerge slowly, after detail has already created intimacy with the characters.	The contrast between Big Boi’s firm cadence and André 3000’s shifts in perspective.	The restrained keyboard, whose calm makes each story’s outcome more unsettling.	Da Art of Storytellin’ (Pt. 1) montre que deux narrateurs peuvent partager un beat sans partager le même regard. Big Boi et André 3000 construisent des scènes à partir de noms, de gestes et de conséquences plutôt que de morales ; le fond serein laisse la dureté apparaître lentement, lorsque les détails ont déjà créé une proximité avec les personnages.	Le contraste entre la cadence ferme de Big Boi et les changements de perspective d’André 3000.	Le clavier retenu, dont le calme rend plus troublante l’issue de chaque histoire.
song-108	This Is Hardcore usa el lenguaje del cine y de la pornografía para hablar del desgaste que sigue al deseo. Pulp construye una escena de piano, metales y cuerdas deliberadamente excesiva; Jarvis Cocker la atraviesa con una interpretación que pasa de la pose a la incomodidad hasta que el artificio deja ver cansancio real.	El motivo de piano, elegante y amenazante a la vez, que organiza toda la escena.	La voz de Cocker cuando pierde su distancia irónica y queda casi sola frente al arreglo.	This Is Hardcore uses the language of cinema and pornography to speak about the wear that follows desire. Pulp builds a deliberately excessive scene of piano, horns and strings; Jarvis Cocker crosses it with a performance moving from pose to discomfort until artifice reveals genuine fatigue.	The piano motif, elegant and threatening at once, organizing the entire scene.	Cocker’s voice when it loses ironic distance and stands almost alone against the arrangement.	This Is Hardcore emploie le langage du cinéma et de la pornographie pour parler de l’usure qui suit le désir. Pulp construit une scène volontairement excessive de piano, cuivres et cordes ; Jarvis Cocker la traverse par une interprétation qui passe de la pose au malaise jusqu’à ce que l’artifice révèle une véritable fatigue.	Le motif de piano, élégant et menaçant à la fois, qui organise toute la scène.	La voix de Cocker lorsqu’elle perd sa distance ironique et se retrouve presque seule face à l’arrangement.
song-109	Moscas en la casa mide la ausencia a través de tareas, objetos y horas que dejaron de tener propósito. Shakira canta sin recurrir al gran ataque vocal que podría resolver la emoción demasiado pronto; guitarra, bajo y percusión mantienen el espacio doméstico quieto para que cada pequeña variación de la melodía registre el paso del tiempo.	Las frases que empiezan con suavidad y crecen solo al llegar a la palabra decisiva.	El bajo discreto que da continuidad a una canción construida sobre imágenes detenidas.	Moscas en la casa measures absence through tasks, objects and hours that have lost their purpose. Shakira avoids the large vocal attack that could resolve emotion too quickly; guitar, bass and percussion keep the domestic space still so every small melodic variation can register time passing.	The phrases beginning softly and growing only on the decisive word.	The discreet bass giving continuity to a song built from arrested images.	Moscas en la casa mesure l’absence à travers des tâches, des objets et des heures qui ont perdu leur raison d’être. Shakira évite la grande attaque vocale qui résoudrait trop vite l’émotion ; guitare, basse et percussions maintiennent immobile l’espace domestique afin que chaque petite variation mélodique enregistre le passage du temps.	Les phrases qui commencent doucement et ne grandissent que sur le mot décisif.	La basse discrète qui donne une continuité à une chanson faite d’images arrêtées.
song-110	Music Sounds Better With You encuentra abundancia dentro de un fragmento mínimo. Stardust repite guitarra, bajo, batería y una sola idea vocal, pero el filtro modifica continuamente su profundidad y brillo; la canción no avanza hacia otra sección porque su placer consiste en descubrir cuánto movimiento cabe dentro del mismo instante.	El filtro que acerca y aleja la guitarra como si cambiara el tamaño de la habitación.	La voz breve, cuya aparición dosificada convierte una frase simple en acontecimiento.	Music Sounds Better With You finds abundance inside a minimal fragment. Stardust repeats guitar, bass, drums and a single vocal idea, while the filter continually changes their depth and brightness; the track does not move towards another section because its pleasure lies in discovering how much motion fits inside the same instant.	The filter bringing the guitar closer and farther away as though changing the room’s size.	The brief vocal, whose measured appearances turn a simple phrase into an event.	Music Sounds Better With You trouve l’abondance dans un fragment minimal. Stardust répète guitare, basse, batterie et une seule idée vocale, tandis que le filtre en modifie constamment la profondeur et l’éclat ; le morceau ne se dirige pas vers une autre section, car son plaisir consiste à découvrir combien de mouvement tient dans un même instant.	Le filtre qui rapproche et éloigne la guitare comme s’il changeait la taille de la pièce.	La voix brève, dont les apparitions mesurées transforment une phrase simple en événement.
song-038	La muerte chiquita hace convivir deseo, juego verbal y tradición sin decidirse por una sola máscara. Café Tacvba pasa de una entrada íntima a un movimiento de raíz popular donde voz, percusión y cuerdas amplían el doble sentido; lo romántico y lo corporal se rozan con suficiente humor para no cerrarse en explicación.	El cambio de pulso que transforma la confesión inicial en baile sin cortar la continuidad.	Las inflexiones de Rubén Albarrán, que alternan ternura y picardía dentro de una misma frase.	La muerte chiquita lets desire, wordplay and tradition coexist without choosing a single mask. Café Tacvba moves from an intimate opening into folk-rooted motion where voice, percussion and strings enlarge the double meaning; romance and the physical brush together with enough humour to resist explanation.	The pulse change turning the opening confession into dance without breaking continuity.	Rubén Albarrán’s inflections alternating tenderness and mischief inside the same phrase.	La muerte chiquita fait coexister désir, jeu de mots et tradition sans choisir un seul masque. Café Tacvba passe d’une ouverture intime à un mouvement d’inspiration populaire où voix, percussions et cordes élargissent le double sens ; romantisme et corps se frôlent avec assez d’humour pour résister à l’explication.	Le changement de rythme qui transforme la confession initiale en danse sans rompre la continuité.	Les inflexions de Rubén Albarrán, qui alternent tendresse et malice au sein d’une même phrase.
song-111	Tabú construye sensualidad mediante demora. Gustavo Cerati coloca voz, guitarras procesadas y detalles electrónicos sobre un pulso que parece avanzar sin alcanzar nunca una descarga completa; el estribillo se insinúa más de lo que se declara, haciendo que el deseo permanezca en el espacio entre las capas.	La guitarra tratada que entra como una respiración invertida alrededor de la voz.	Los graves del beat, cuya regularidad aumenta la tensión en vez de resolverla.	Tabú builds sensuality through delay. Gustavo Cerati places voice, processed guitars and electronic detail over a pulse that seems to move without ever reaching full release; the chorus is suggested more than declared, keeping desire in the space between layers.	The treated guitar entering like a reversed breath around the voice.	The beat’s low frequencies, whose regularity increases tension instead of resolving it.	Tabú construit la sensualité par le retard. Gustavo Cerati place voix, guitares traitées et détails électroniques sur un rythme qui semble avancer sans jamais atteindre une libération complète ; le refrain est suggéré plus qu’affirmé, maintenant le désir dans l’espace entre les couches.	La guitare traitée qui entre comme un souffle inversé autour de la voix.	Les graves du beat, dont la régularité augmente la tension au lieu de la résoudre.
song-059	Construção impone una regla verbal tan estricta que cada variación adquiere fuerza política. Chico Buarque repite la jornada y la muerte de un obrero cambiando las palabras finales de los versos; la orquesta acumula tensión junto con esas permutaciones, hasta que el lenguaje burocrático y el desastre humano ocupan la misma respiración.	Las palabras esdrújulas que cierran cada línea y desplazan el sentido al cambiar de posición.	Los metales y las cuerdas que aumentan la presión sin liberar el patrón rítmico.	Construção imposes such a strict verbal rule that every variation gains political force. Chico Buarque repeats a worker’s day and death while changing the final words of the lines; the orchestra builds tension alongside those permutations until bureaucratic language and human disaster occupy the same breath.	The proparoxytone words closing each line and shifting meaning as their positions change.	The horns and strings increasing pressure without releasing the rhythmic pattern.	Construção impose une règle verbale si stricte que chaque variation acquiert une force politique. Chico Buarque répète la journée et la mort d’un ouvrier en changeant les derniers mots des vers ; l’orchestre accumule la tension avec ces permutations jusqu’à ce que langage bureaucratique et catastrophe humaine occupent un même souffle.	Les mots proparoxytons qui ferment chaque ligne et déplacent le sens en changeant de position.	Les cuivres et les cordes qui augmentent la pression sans libérer le motif rythmique.
song-060	La question mantiene deseo e incertidumbre en un espacio acústico casi desnudo. Françoise Hardy canta muy cerca, sin subrayar las preguntas del texto, mientras la guitarra de Tuca combina armonías brasileñas, notas sueltas y silencios; lo que podría ser fragilidad se convierte en una forma precisa de reserva.	El punteo que deja acordes incompletos y obliga al oído a terminar la armonía.	La voz sin vibrato excesivo, capaz de sostener tensión a un volumen mínimo.	La question keeps desire and uncertainty inside an almost bare acoustic space. Françoise Hardy sings close by without underlining the lyric’s questions, while Tuca’s guitar combines Brazilian harmony, isolated notes and silences; what could be fragility becomes a precise form of reserve.	The picking pattern leaving chords incomplete and asking the ear to finish the harmony.	The voice without excessive vibrato, able to sustain tension at minimal volume.	La question maintient désir et incertitude dans un espace acoustique presque nu. Françoise Hardy chante tout près, sans souligner les interrogations du texte, tandis que la guitare de Tuca associe harmonies brésiliennes, notes isolées et silences ; ce qui pourrait sembler fragile devient une forme précise de retenue.	Le jeu en arpèges qui laisse les accords incomplets et invite l’oreille à achever l’harmonie.	La voix sans vibrato excessif, capable de soutenir la tension à un volume minimal.
song-061	Kaze wo Atsumete observa una ciudad que cambia desde la quietud de una guitarra acústica. Haruomi Hosono canta con una ligereza casi hablada y Happy End deja amplios intervalos entre frases; la modernidad aparece en imágenes dispersas, no como velocidad, y el aire del arreglo permite que cada una conserve su rareza.	La guitarra que separa sus acordes como si abriera espacio entre edificios.	El fraseo de Hosono, más cercano a recordar una escena que a imponer una melodía.	Kaze wo Atsumete watches a changing city from the stillness of an acoustic guitar. Haruomi Hosono sings with almost spoken lightness and Happy End leaves wide intervals between phrases; modernity appears in scattered images rather than speed, while the arrangement’s air lets each retain its strangeness.	The guitar separating its chords as though opening space between buildings.	Hosono’s phrasing, closer to remembering a scene than imposing a melody.	Kaze wo Atsumete observe une ville en mutation depuis l’immobilité d’une guitare acoustique. Haruomi Hosono chante avec une légèreté presque parlée et Happy End laisse de larges intervalles entre les phrases ; la modernité apparaît dans des images dispersées, non dans la vitesse, et l’air de l’arrangement permet à chacune de garder son étrangeté.	La guitare qui sépare ses accords comme si elle ouvrait de l’espace entre les bâtiments.	Le phrasé de Hosono, plus proche du souvenir d’une scène que de l’imposition d’une mélodie.
song-062	Inner City Blues convierte la presión económica y política en una sensación corporal contenida. Marvin Gaye no levanta un discurso sobre el groove: dobla y superpone su voz hasta que el cansancio parece provenir de varias direcciones, mientras bajo, congas y percusión mantienen una tensión que nunca necesita estallar.	El bajo de James Jamerson, inquieto dentro de un pulso que aparenta serenidad.	Las voces múltiples de Gaye, a la vez narrador, respuesta y rumor comunitario.	Inner City Blues turns economic and political pressure into a restrained bodily sensation. Marvin Gaye does not place a speech on top of the groove: he doubles and layers his voice until fatigue seems to come from several directions, while bass, congas and percussion maintain tension without needing to explode.	James Jamerson’s bass, restless inside a pulse that appears calm.	Gaye’s multiple voices acting at once as narrator, reply and communal murmur.	Inner City Blues transforme la pression économique et politique en sensation corporelle retenue. Marvin Gaye ne pose pas un discours sur le groove : il double et superpose sa voix jusqu’à ce que la fatigue semble venir de plusieurs directions, tandis que basse, congas et percussions maintiennent une tension qui n’a pas besoin d’exploser.	La basse de James Jamerson, inquiète au sein d’un rythme en apparence paisible.	Les multiples voix de Gaye, à la fois narrateur, réponse et rumeur collective.
song-063	Ballade de Melody Nelson instala una narración incómoda dentro de un arreglo de belleza calculada. Serge Gainsbourg habla más de lo que canta sobre un bajo que arrastra cada frase, mientras cuerdas y guitarra crean una suspensión cinematográfica; la seducción formal no elimina la inquietud del relato, la vuelve imposible de ignorar.	El bajo eléctrico, cuyo fraseo lento determina el paso del narrador.	Las cuerdas que permanecen en el aire y evitan una resolución sentimental.	Ballade de Melody Nelson places an unsettling narrative inside an arrangement of calculated beauty. Serge Gainsbourg speaks more than he sings over a bass line dragging each phrase forward, while strings and guitar create cinematic suspension; formal seduction does not remove the story’s unease but makes it impossible to ignore.	The electric bass, whose slow phrasing determines the narrator’s pace.	The strings remaining suspended and preventing sentimental resolution.	Ballade de Melody Nelson installe un récit troublant dans un arrangement d’une beauté calculée. Serge Gainsbourg parle plus qu’il ne chante sur une basse qui entraîne chaque phrase, tandis que cordes et guitare créent une suspension cinématographique ; la séduction formelle n’efface pas le malaise du récit, elle le rend impossible à ignorer.	La basse électrique, dont le phrasé lent détermine le pas du narrateur.	Les cordes qui restent suspendues et empêchent toute résolution sentimentale.
song-064	Cais comienza con pocos elementos y termina abriendo un horizonte que parecía contenido dentro del piano. Milton Nascimento canta con una elasticidad que atraviesa fragilidad y altura sin separarlas; la orquestación crece alrededor del motivo inicial hasta que la idea de partir adquiere una escala casi geográfica.	El motivo de piano, aparentemente inmóvil, que cambia de sentido al entrar cada nueva capa.	La voz cuando pasa del registro íntimo al agudo sin endurecer el timbre.	Cais begins with few elements and ends by opening a horizon that seemed contained inside the piano. Milton Nascimento sings with an elasticity spanning fragility and height without separating them; orchestration grows around the opening motif until the idea of departure acquires an almost geographic scale.	The apparently motionless piano motif changing meaning as each new layer enters.	The voice moving from intimate to high register without hardening its tone.	Cais commence avec peu d’éléments et finit par ouvrir un horizon qui semblait contenu dans le piano. Milton Nascimento chante avec une élasticité qui traverse fragilité et hauteur sans les séparer ; l’orchestration grandit autour du motif initial jusqu’à ce que l’idée du départ prenne une dimension presque géographique.	Le motif de piano apparemment immobile, dont le sens change à l’entrée de chaque nouvelle couche.	La voix qui passe du registre intime à l’aigu sans durcir son timbre.
song-065	Mistério do Planeta suena como una banda que descubre la canción mientras la toca. Novos Baianos mezcla samba, guitarra eléctrica y voces sin fijar una frontera entre solista y conjunto; el groove relajado permite que cada instrumento tome el primer plano por un instante y vuelva después a la conversación.	La guitarra de Pepeu Gomes, que introduce filo rockero sin romper el balance de la samba.	Los relevos vocales, más cercanos a una reunión que a un coro organizado.	Mistério do Planeta sounds like a band discovering the song while playing it. Novos Baianos mixes samba, electric guitar and voices without fixing a border between soloist and ensemble; the relaxed groove lets each instrument take the foreground briefly before returning to the conversation.	Pepeu Gomes’s guitar, adding rock edge without disturbing samba’s balance.	The vocal handoffs, closer to a gathering than an organized chorus.	Mistério do Planeta donne l’impression d’un groupe qui découvre la chanson en la jouant. Novos Baianos mêle samba, guitare électrique et voix sans fixer de frontière entre soliste et ensemble ; le groove détendu permet à chaque instrument de passer brièvement au premier plan avant de revenir dans la conversation.	La guitare de Pepeu Gomes, qui apporte un tranchant rock sans rompre l’équilibre de la samba.	Les relais vocaux, plus proches d’une réunion que d’un chœur organisé.
